from_id,to_id,to_name,relationship_type,sentiment,source_column
Respondent_0,Feature_2,体量,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_70,Feature_2,体量,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_0,Feature_1,形面,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_1,Feature_36,个性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_14,Feature_36,个性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_1,Feature_36,辨识度,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_14,Feature_36,辨识度,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_28,Feature_36,辨识度,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_1,Feature_9,原创性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_53,Feature_9,原创性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_2,Feature_36,车身流线型,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_2,Feature_2,高度,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_2,Feature_9,臃肿感,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_3,Feature_36,前脸,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_3,Feature_9,定位,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_4,Feature_9,科技感,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_4,Feature_9,独特性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_5,Feature_9,仿生学造型,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_5,Feature_9,海鸥动物力度,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_6,Feature_6,整体外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_6,Feature_9,银河式贯穿灯,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_7,Feature_9,性价比,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_8,Feature_9,年轻感,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_8,Feature_9,清新感,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_15,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_17,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_33,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_34,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_39,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_65,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_68,Feature_6,外观,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_20,座椅放倒功能,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_21,气垫床适配性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_22,活动天幕,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_23,尾门储物盒,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_24,改装性,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_9,电动发罩,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_9,固定扰流板,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_9,悬浮式车顶,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_28,尾门小桌板,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_9,Feature_29,涉水深度,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_10,Feature_6,外形,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_59,Feature_6,外形,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_10,Feature_36,线条感,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_13,Feature_36,造型,MENTIONED_FEATURE,positive,appearance_overall_positive
Respondent_30,Feature_36,造型,MENTIONED_FEATURE,positive,appearance_overall_positive
